date,ticker,pe,source,source_url,snapshot_fetched_at
2020-07-31,SPY,21.8561,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2020-08-31,SPY,22.0792,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2020-09-30,SPY,22.7512,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2020-10-31,SPY,20.6982,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2020-11-30,SPY,21.7883,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2020-12-31,SPY,21.7883,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2021-01-31,SPY,22.1369,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2021-02-28,SPY,22.1369,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2021-03-31,SPY,21.3898,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2021-04-30,SPY,21.9393,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2021-05-31,SPY,20.8608,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2021-06-30,SPY,20.8608,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2021-07-31,SPY,20.8608,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2021-08-31,SPY,21.1054,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2021-09-30,SPY,20.6323,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2021-10-31,SPY,20.6323,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2021-11-30,SPY,20.9592,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2021-12-31,SPY,20.3996,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2022-01-31,SPY,20.7176,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2022-02-28,SPY,19.7302,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2022-03-31,SPY,19.6126,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2022-04-30,SPY,18.7133,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2022-05-31,SPY,16.5053,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2022-06-30,SPY,16.5053,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2022-07-31,SPY,15.9853,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2022-08-31,SPY,17.943,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2022-09-30,SPY,17.943,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2022-10-31,SPY,15.386,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2022-11-30,SPY,15.386,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2022-12-31,SPY,16.5981,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2023-01-31,SPY,16.5981,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2023-02-28,SPY,18.1733,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2023-03-31,SPY,17.2412,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2023-04-30,SPY,20.9596,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2023-05-31,SPY,21.5044,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2023-06-30,SPY,22.1692,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2023-07-31,SPY,23.8316,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2023-08-31,SPY,23.5048,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2023-09-30,SPY,21.5254,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2023-10-31,SPY,20.588,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2023-11-30,SPY,20.8778,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2023-12-31,SPY,23.3834,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2024-01-31,SPY,23.9171,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2024-02-29,SPY,24.623,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2024-03-31,SPY,25.391,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2024-04-30,SPY,25.4348,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2024-05-31,SPY,25.1571,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2024-06-30,SPY,26.1914,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2024-07-31,SPY,26.0235,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2024-08-31,SPY,28.0857,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2024-09-30,SPY,27.3705,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2024-10-31,SPY,26.952,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2024-11-30,SPY,27.1364,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2024-12-31,SPY,27.1016,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2025-01-31,SPY,27.7077,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2025-02-28,SPY,26.7038,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2025-03-31,SPY,25.5743,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2025-04-30,SPY,27.3275,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2025-05-31,SPY,24.1462,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2025-06-30,SPY,25.3121,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2025-07-31,SPY,25.8951,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2025-08-31,SPY,27.1715,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2025-09-30,SPY,27.4471,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2025-10-31,SPY,28.6701,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2025-11-30,SPY,28.3553,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2025-12-31,SPY,27.6082,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2026-01-31,SPY,27.7085,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2026-02-28,SPY,28.0333,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2026-03-31,SPY,26.7387,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2026-04-30,SPY,27.4171,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2026-05-31,SPY,27.6323,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2026-06-30,SPY,26.8007,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2026-07-31,SPY,26.9288,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2026-08-31,SPY,24.948,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
2026-09-15,SPY,24.3682,World PE Ratio · SPY ETF 市盈率,https://worldperatio.com/index/sp-500/,2026-09-16T08:45:01.029Z
